,name,rating,price,zip_code,categories,cuisine,borough,borough,medincome,population,foreign born persons pct,whitenolatino
165,Holy Schnitzel,4.0,2,11223,"Kosher, Salad, Sandwiches",Kosher,"Brooklyn, NY",Brooklyn,74692,2590516,35.3,36.7
166,Mint,3.5,2,11223,"New American, Seafood, Kosher",Kosher,"Brooklyn, NY",Brooklyn,74692,2590516,35.3,36.7
167,Marani,4.5,2,11374,"Mediterranean, Kosher, Georgian",Kosher,"Brooklyn, NY",Queens,82431,2278029,47.1,23.9
168,Taste of Samarkand,4.5,2,11374,"Uzbek, Kosher",Kosher,"Brooklyn, NY",Queens,82431,2278029,47.1,23.9
169,Mike's Bistro,4.5,0,10022,"New American, Kosher, Bars",Kosher,"Brooklyn, NY",Manhattan,99880,1596273,28.1,45.5
170,Miznon,4.0,2,10011,"Mediterranean, Middle Eastern, Sandwiches",Kosher,"Brooklyn, NY",Manhattan,99880,1596273,28.1,45.5
171,Grill On Lee,3.5,2,11205,"Kosher, Chinese, Delis",Kosher,"Brooklyn, NY",Brooklyn,74692,2590516,35.3,36.7
172,Paulie Gee's,4.5,2,11222,Pizza,Kosher,"Brooklyn, NY",Brooklyn,74692,2590516,35.3,36.7
173,Bubby's Tribeca,4.0,2,10013,"American, Breakfast & Brunch, Sandwiches",Kosher,"Brooklyn, NY",Manhattan,99880,1596273,28.1,45.5
174,The River Café,4.0,0,11201,"New American, Wine Bars, Venues & Event Spaces",Kosher,"Brooklyn, NY",Brooklyn,74692,2590516,35.3,36.7
175,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
176,Tuscan Hills,4.0,2,11375,"Italian, Pizza, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
177,Vite Vinosteria,4.5,2,11106,"Italian, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
178,Park Side Restaurant,4.0,3,11368,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
179,Don Peppe,4.0,3,11420,"Italian, Desserts, Seafood",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
180,Bruno's Ristorante,4.5,2,11414,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
181,Trattoria 35,4.0,2,11361,"Pizza, Italian",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
182,Palermo Restaurant & Bar,4.5,2,11105,"Italian, Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
183,Fuzi Pasta Co,4.5,2,11365,"Pasta Shops, Italian",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
184,Barosa,3.5,2,11374,"Italian, Seafood, Pizza",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
185,Il Poeta,4.0,2,11375,"Italian, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
186,Portofino Ristorante,3.0,3,11375,"Italian, Salad, Soup",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
187,Vetro Restaurant & Lounge,4.5,3,11414,"Italian, Lounges, Venues & Event Spaces",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
188,Piatto,4.0,2,11101,"Pizza, Italian, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
189,Da Andrea - Greenwich Village,4.5,2,10011,"Italian, Mediterranean, Breakfast & Brunch",Italian,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
190,Armondo's Italian Restaurant,4.5,3,11372,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
191,Joe's Restaurant,4.0,2,11385,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
192,La Vigna Restaurant,3.5,2,11375,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
193,Dee's Wood Fired Pizza & Kitchen,4.0,2,11375,"Pizza, Italian, American",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
194,Villaggio Ristorante Italian Bistro,4.0,2,11357,"Italian, Seafood, Salad",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
195,Olio e Più,4.5,2,10014,"Pizza, Italian, Cocktail Bars",Italian,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
196,Il Bacco Ristorante,3.5,3,11362,"Italian, Pizza, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
197,Il Falco,4.5,3,11101,"Italian, Venues & Event Spaces, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
198,Villa Erasmo,4.0,2,11379,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
199,Ammazzacaffè,4.5,2,11211,"Cocktail Bars, Italian, Wine Bars",Italian,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
200,Macoletta Brick Oven Pizzeria,4.5,2,11102,"Pizza, Italian",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
201,Riviera Ristorante,4.5,2,11357,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
202,SoleLuna Restaurant,4.5,2,11104,"Cafes, Italian, Breakfast & Brunch",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
203,Via Trenta Osteria,4.0,2,11103,"Italian, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
204,Acquista Trattoria,4.0,2,11366,"Pizza, Italian",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
205,Vesta,4.5,2,11102,"Italian, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
206,Papazzio Restaurant,4.0,2,11361,"Italian, Jazz & Blues, Wine Bars",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
207,Piccola Cucina Uptown,4.5,3,10022,Sicilian,Italian,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
208,Antonio's Trattoria,4.5,2,10458,"Italian, Pizza, Desserts",Italian,"Queens, NY",The Bronx,47036,1379946,33.9,8.7
209,Patrizia's Of Maspeth,4.0,2,11378,"Italian, Pizza, Salad",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
210,Uncle Peter's,4.0,2,11372,"Italian, Spanish, New American",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
211,IL Toscano Ristorante,4.0,3,11363,"Italian, Seafood",Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
212,Forno Siciliano,4.0,2,11105,Italian,Italian,"Queens, NY",Queens,82431,2278029,47.1,23.9
213,Bamonte's,4.0,2,11211,Italian,Italian,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
214,Montesacro Pinseria Brooklyn,4.5,2,11211,"Italian, Pizza, Bars",Italian,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
215,Tavern 157,4.5,2,11354,"Lounges, Steakhouses, New American",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
216,Luna's Kitchen & Bar,4.5,2,11372,"New American, Cocktail Bars, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
217,The Shady Lady,4.0,2,11103,"Breakfast & Brunch, Bars, Comfort Food",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
218,Trestle,4.5,2,11106,"Cocktail Bars, New American, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
219,The Pomeroy,4.5,2,11105,"New American, Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
220,Forest Hills Station House,4.0,2,11375,"Gastropubs, Cocktail Bars, Beer Bar",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
221,The Lazy Cow,4.0,2,11361,"Gastropubs, New American, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
222,Dinerbar,4.0,2,11374,"Diners, Wine Bars, American",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
223,Mom's Kitchen & Bar,4.0,2,11102,"Bars, American, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
224,The Alcove,4.5,2,11104,"Gastropubs, Tapas Bars, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
225,Oliver's Astoria,4.0,2,11103,"New American, Breakfast & Brunch, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
226,The Beast Next Door,4.5,2,11101,"New American, Tapas/Small Plates, Wine Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
227,The Queensboro,4.0,2,11372,"Gastropubs, New American, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
228,Carla,4.5,2,11101,"New American, Burgers, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
229,Prime Mēt Steakhouse,4.0,3,11354,"Steakhouses, Seafood, New American",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
230,The Bonnie,4.0,2,11105,"Gastropubs, New American, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
231,Mom's Kitchen & Bar,4.5,2,10019,"Comfort Food, Breakfast & Brunch, Bars",American,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
232,The Highwater,4.0,2,11106,"New American, Tiki Bars, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
233,Arcadia Bar & Kitchen,4.5,2,11102,"Cocktail Bars, New American, Tacos",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
234,Jackson's Eatery | Bar,4.5,2,11101,"Bars, Breakfast & Brunch, New American",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
235,The Cabin NYC,4.0,2,10009,"New American, Cocktail Bars, Breakfast & Brunch",American,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
236,The Brewery Bar & Kitchen,4.5,2,11377,"Sports Bars, American, Irish Pub",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
237,Veranda Restaurant & Cafe,4.0,2,11361,"Mediterranean, American, Greek",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
238,Rove,4.0,2,11375,"American, Gastropubs, Beer Bar",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
239,Fogo de Chão Brazilian Steakhouse,4.0,0,11373,"Brazilian, Seafood, Steakhouses",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
240,The Sweet Sap,4.0,2,11358,"New American, Korean, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
241,White Radish,4.0,2,11375,"New American, Diners, Wine Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
242,Otis,5.0,3,11206,"New American, Cocktail Bars",American,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
243,THE HUNTRESS whiskey n' wings,4.0,2,11101,"Chicken Wings, Burgers, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
244,Queens Bully,3.5,2,11375,"Gastropubs, Cocktail Bars, Breakfast & Brunch",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
245,Vegoist,4.0,2,11101,"New American, Bars, Vegan",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
246,Dirty Pierre's,4.0,2,11375,"Bars, Breakfast & Brunch, Sandwiches",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
247,Sanger Hall,4.0,2,11104,"Burgers, Cocktail Bars, Beer, Wine & Spirits",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
248,Fillmore's Tavern,4.0,2,11365,"Pubs, Burgers, Desserts",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
249,The Lowery Bar & Kitchen,4.5,2,11104,"New American, Cocktail Bars, Sports Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
250,Halsey's,4.5,2,11102,"New American, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
251,Uncle Peter's,4.0,2,11372,"Italian, Spanish, New American",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
252,Sanfords Astoria,4.0,2,11106,"Breakfast & Brunch, New American, Whiskey Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
253,The Local Press,4.5,2,11417,"Salad, Burgers, Sandwiches",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
254,Sweet Spot,3.5,2,11105,"Sports Bars, Steakhouses, Cocktail Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
255,The Weekender,4.5,1,11377,"Pool Halls, Himalayan/Nepalese, Bars",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
256,Da Andrea - Greenwich Village,4.5,2,10011,"Italian, Mediterranean, Breakfast & Brunch",American,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
257,Leaf Bar & Lounge,4.0,2,11354,"Lounges, Cocktail Bars, Venues & Event Spaces",American,"Queens, NY",Queens,82431,2278029,47.1,23.9
258,Izakaya Nana,4.5,3,11354,Izakaya,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
259,Izakaya Fuku,4.5,2,11372,Japanese,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
260,Mito,4.0,2,11375,"Japanese, Sushi Bars, Asian Fusion",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
261,Umi Sushi,4.5,2,11366,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
262,Sake Kawa,4.5,3,11106,"Sushi Bars, Ramen",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
263,Katsuno,4.0,3,11375,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
264,Iki Modern Japanese Cuisine,4.0,3,11354,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
265,That Place,5.0,0,11106,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
266,Bamboo Ya,4.0,2,11375,"Sushi Bars, Japanese, Wine Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
267,Shogun Hibachi,4.0,2,11375,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
268,Sushi On Me,5.0,0,11372,"Japanese, Sushi Bars, Speakeasies",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
269,Kyuramen - Bayside,4.5,2,11361,"Ramen, Noodles",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
270,Gyu-Kaku Japanese BBQ,4.5,2,11354,"Barbeque, Japanese, Asian Fusion",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
271,Matsuri,4.5,2,11377,Japanese,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
272,Hashi Ramen and Izakaya,4.0,2,11358,"Ramen, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
273,Ooi Sushi and Bar,4.5,2,11101,"Sushi Bars, Bars, Japanese",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
274,mochiron Izakaya,4.0,2,11103,"Izakaya, Ramen",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
275,Torigo Japanese Restaurant,4.5,2,11001,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
276,Koyo,4.5,0,11103,"Sushi Bars, Japanese",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
277,Akino,4.0,3,11373,"Sushi Bars, Japanese",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
278,Sushi Time,4.5,2,11375,"Sushi Bars, Japanese",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
279,Tamashii Gold,4.0,2,11361,Ramen,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
280,Tara Japanese Cuisine,4.0,3,11362,"Sushi Bars, Japanese, Seafood",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
281,Suzuki Shokudo,4.5,2,11101,"Sushi Bars, Ramen",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
282,Ariyoshi,3.5,2,11104,Japanese,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
283,Nippon Cha,4.0,2,11361,Ramen,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
284,Mito,3.5,2,11360,"Japanese, Sushi Bars, Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
285,Yoi Sushi Japanese,4.0,2,11354,"Sushi Bars, Ramen",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
286,GAN-HOO BBQ,4.5,3,11354,"Barbeque, Chinese, Japanese",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
287,Sakagura,4.0,0,10017,Japanese,Japanese,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
288,Beat Mazesoba,4.5,2,11358,"Ramen, Noodles, Beer Bar",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
289,Izakaya MEW,4.5,2,10001,"Tapas Bars, Sushi Bars, Izakaya",Japanese,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
290,Sama Street,5.0,3,11222,"Cocktail Bars, Pan Asian, Tapas/Small Plates",Japanese,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
291,Tamashii Red,4.0,2,11375,Ramen,Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
292,Hibino,4.0,2,11101,"Japanese, Sushi Bars",Japanese,"Queens, NY",Queens,82431,2278029,47.1,23.9
293,Ruta Oaxaca Mexican Cuisine,4.5,3,11106,"Mexican, Breakfast & Brunch, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
294,Las Catrinas Mexican Bar & Eatery,4.0,2,11106,"Cocktail Bars, Tacos",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
295,Don Tequila Urban Cantina,3.5,2,11385,"Mexican, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
296,El Mero Mero,4.5,2,11101,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
297,Mas Tortilla,4.5,2,11375,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
298,The Alcove,4.5,2,11104,"Gastropubs, Tapas Bars, Breakfast & Brunch",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
299,Chela & Garnacha,4.5,2,11106,"Mexican, Wine Bars, Breakfast & Brunch",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
300,Fresco's Cantina,4.5,2,11106,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
301,El Coyote - Forest Hills,3.0,2,11375,"Mexican, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
302,Taqueria Coatzingo,4.0,2,11372,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
303,La Tiendita Taqueria,4.0,2,11103,Tacos,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
304,Casa Enrique,4.0,2,11101,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
305,Tacuba,4.0,2,11106,"Mexican, Latin American, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
306,5 Burro Cafe,3.5,2,11375,"Mexican, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
307,Tacombi,4.0,2,11375,Tacos,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
308,Carla,4.5,2,11101,"New American, Burgers, Cocktail Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
309,Chihuahua,4.5,2,11104,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
310,Vida Verde,4.5,2,10019,"Cocktail Bars, Mexican, Venues & Event Spaces",Mexican,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
311,El Patron,3.5,2,11358,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
312,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
313,Casa Margaritas,4.5,2,11426,"Mexican, Colombian, Spanish",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
314,Jajaja Mexicana,4.5,2,10014,"Mexican, Vegan, Cocktail Bars",Mexican,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
315,Toloache 50,4.0,3,10012,Mexican,Mexican,"Queens, NY",Manhattan,99880,1596273,28.1,45.5
316,Molcajete Mexican Restaurant,4.0,2,11372,"Mexican, Bars, Spanish",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
317,Kandela NYC,3.5,2,11417,"Mexican, Sports Bars, New American",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
318,Tequila Sunrise,3.0,2,11361,"Mexican, Bars, Latin American",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
319,Moho Mexican Grill,4.0,2,11361,"Mexican, Halal",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
320,Taqueria Santa Fe,4.5,1,11377,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
321,Hot Peppers,4.5,2,11364,"Halal, Tacos, Salad",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
322,Mojo Restaurant,4.0,2,11375,Latin American,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
323,Casa Azul,4.5,2,11215,"Mexican, Cocktail Bars",Mexican,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
324,De Mole,4.0,2,11377,Mexican,Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
325,Mesa Azteca,4.0,2,11237,Mexican,Mexican,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
326,Friducha,4.0,2,11222,"Mexican, Bars",Mexican,"Queens, NY",Brooklyn,74692,2590516,35.3,36.7
327,Dulce Cultura,4.5,2,11103,"Mexican, Breakfast & Brunch, Bars",Mexican,"Queens, NY",Queens,82431,2278029,47.1,23.9
328,Kin'd,4.5,2,11366,Thai,Kosher,"Queens, NY",Queens,82431,2278029,47.1,23.9
329,Marani,4.5,2,11374,"Mediterranean, Kosher, Georgian",Kosher,"Queens, NY",Queens,82431,2278029,47.1,23.9
330,Taste of Samarkand,4.5,2,11374,"Uzbek, Kosher",Kosher,"Queens, NY",Queens,82431,2278029,47.1,23.9
331,Jujube Tree,4.5,2,11103,"Vegan, Asian Fusion",Kosher,"Queens, NY",Queens,82431,2278029,47.1,23.9
