name,rating,price,zip_code,categories,cuisine,borough
David's Brisket House and Deli,4.0,$$,11216,"Delis, Sandwiches, Burgers",Kosher,"Staten Island, NY"
Antonio's Trattoria,4.5,$$,10458,"Italian, Pizza, Desserts",Italian,"The Bronx, NY"
Trattoria Zero Otto Nove,4.0,$$,10458,"Italian, Pizza",Italian,"The Bronx, NY"
Orrico's Italian Restaurant,4.5,Not Available,10461,Italian,Italian,"The Bronx, NY"
Enzos of Arthur Avenue,4.0,$$,10458,"Italian, Pizza, Venues & Event Spaces",Italian,"The Bronx, NY"
Dominick's Restaurant,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Da Franco & Tony Ristorante,4.5,$$,10461,Italian,Italian,"The Bronx, NY"
Patricia's of Morris Park,4.0,$$$,10461,"Pizza, Italian, Bars",Italian,"The Bronx, NY"
Frankie's Restaurant,4.5,Not Available,10458,"Italian, Seafood, Cocktail Bars",Italian,"The Bronx, NY"
Emiliano's Market,5.0,Not Available,10471,"Italian, Delis, Caterers",Italian,"The Bronx, NY"
Mario's Restaurant,4.0,$$,10458,"Italian, Seafood",Italian,"The Bronx, NY"
Misto Restaurant and Bar,4.5,Not Available,10469,"Seafood, Italian, Wine Bars",Italian,"The Bronx, NY"
F & J Pine,3.5,$$,10462,"Italian, Wine Bars, Venues & Event Spaces",Italian,"The Bronx, NY"
San Gennaro Trattoria Restaurant Bar,4.0,$$,10458,"Italian, Mediterranean",Italian,"The Bronx, NY"
Enzo's of Williamsbridge,4.0,$$,10461,Italian,Italian,"The Bronx, NY"
Trattoria Tra di Noi,4.0,$$,10458,"Italian, Seafood",Italian,"The Bronx, NY"
Roberto's,4.0,$$$,10458,Italian,Italian,"The Bronx, NY"
Michaelangelo's,3.5,$$,10458,"Lounges, Italian, Wine Bars",Italian,"The Bronx, NY"
Emilia's Restaurant,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Fratelli,4.0,$$,10469,"Italian, Seafood",Italian,"The Bronx, NY"
Pasquale Rigoletto Restaurant,3.5,$$,10458,"Italian, Venues & Event Spaces, Caterers",Italian,"The Bronx, NY"
Gerbasi Ristorante,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Porto Salvo,4.5,$$,10451,"Italian, Wine Bars",Italian,"The Bronx, NY"
Addeo's of the Bronx,4.0,Not Available,10461,Pizza,Italian,"The Bronx, NY"
Pasta-Pasta,4.0,$$,10461,Italian,Italian,"The Bronx, NY"
Absolutto: Cuisine & Bar,4.5,Not Available,10462,"Bars, Latin American, Italian",Italian,"The Bronx, NY"
Lena Trattoria,4.5,Not Available,10465,"Pizza, Pasta Shops, Italian",Italian,"The Bronx, NY"
Tosca Cafe,3.0,$$$,10465,"Pizza, Italian, Cafes",Italian,"The Bronx, NY"
Sergio's Ristorante,4.5,$$$,10803,Italian,Italian,"The Bronx, NY"
Trattoria L'incontro,4.5,$$$,11105,"Italian, Pizza, Salad",Italian,"The Bronx, NY"
Emilio's of Morris Park,4.0,$$,10461,"Pizza, Italian, Salad",Italian,"The Bronx, NY"
Beccofino,4.0,$$,10471,Italian,Italian,"The Bronx, NY"
Louie & Johnnies Ristorante Primavera,4.0,$$,10704,Italian,Italian,"The Bronx, NY"
Piattini,5.0,Not Available,10458,"Italian, Tapas/Small Plates, Cocktail Bars",Italian,"The Bronx, NY"
Roberto's II Ristorante,4.0,$$,07020,Italian,Italian,"The Bronx, NY"
Patricia's Of Tremont,3.5,$$,10465,"Pizza, Italian",Italian,"The Bronx, NY"
The Original Venice Restaurant,3.5,$$,10455,"Italian, Pizza",Italian,"The Bronx, NY"
Rao's,4.5,$$$$,10029,Italian,Italian,"The Bronx, NY"
Olio e Più,4.5,$$,10014,"Pizza, Italian, Cocktail Bars",Italian,"The Bronx, NY"
Giovanni,2.5,$$,10451,"Italian, Pizza",Italian,"The Bronx, NY"
Mike's Deli Arthur Avenue,4.0,$$,10458,"Caterers, Delis, Pasta Shops",Italian,"The Bronx, NY"
Ann & Tony's Restaurant,3.0,$$,10458,Italian,Italian,"The Bronx, NY"
Arthur Avenue,4.0,Not Available,10001,Italian,Italian,"The Bronx, NY"
Tapas Italiano,4.0,$$,10458,"Tapas/Small Plates, Italian, Seafood",Italian,"The Bronx, NY"
La Lanterna Restaurant & Caffe,4.5,$$,10710,"Italian, Pizza, Wine Bars",Italian,"The Bronx, NY"
Trattoria La Sorrentina,4.5,$$,07047,"Italian, Pizza",Italian,"The Bronx, NY"
The Bridge Wood Fired Pizza & Restaurant,4.0,Not Available,10461,"Pizza, Pasta Shops",Italian,"The Bronx, NY"
Marcello's Wood Fired Pizza & Restaurant,4.0,$$,10803,"Pizza, Italian, Salad",Italian,"The Bronx, NY"
Rubirosa,4.5,$$,10012,"Italian, Pizza",Italian,"The Bronx, NY"
Carmine's Italian Restaurant - Upper West Side,4.0,$$,10024,"Italian, Desserts, Seafood",Italian,"The Bronx, NY"
Zero Otto Nove,4.0,$$,10010,"Italian, Pizza",Italian,"The Bronx, NY"
The Rail House 10803,4.5,$$,10803,"American, Bars, Venues & Event Spaces",American,"The Bronx, NY"
The Bronx Public,4.0,$$,10463,"Sports Bars, American",American,"The Bronx, NY"
The Last Stop,4.5,$$,10471,"Bars, American, Indian",American,"The Bronx, NY"
Hudson Garden Grill,4.0,$$,10458,New American,American,"The Bronx, NY"
The Waterfront NYC,4.0,Not Available,10465,"New American, Seafood, Breakfast & Brunch",American,"The Bronx, NY"
Bronx Burger House,4.5,$$,10471,Burgers,American,"The Bronx, NY"
Mom's Kitchen & Bar,4.5,$$,10019,"Comfort Food, Breakfast & Brunch, Bars",American,"The Bronx, NY"
Morris Park Inn,4.5,Not Available,10461,"Sports Bars, American, Wraps",American,"The Bronx, NY"
Tortoise & Hare,4.5,Not Available,10471,"Bars, American, Barbeque",American,"The Bronx, NY"
Novelty Eats,4.0,$$,10461,"Comfort Food, New American",American,"The Bronx, NY"
Blackstone Bar & Grill,4.0,$$,10463,"Sports Bars, Burgers, Sandwiches",American,"The Bronx, NY"
Charlies Bar & Kitchen,4.0,$$,10454,"Cocktail Bars, Southern, American",American,"The Bronx, NY"
Bronx Drafthouse,4.0,$$,10452,"New American, Beer Bar, Sports Bars",American,"The Bronx, NY"
Bangkok City,4.0,$$,10803,"Thai, Bars",American,"The Bronx, NY"
Fine Food Cuisine,4.0,$$,10462,New American,American,"The Bronx, NY"
American Grill,4.5,Not Available,10455,American,American,"The Bronx, NY"
Bronx Alehouse,4.0,$$,10463,"American, Pubs",American,"The Bronx, NY"
Clinton Hall Bronx,4.0,$$,10458,"Beer Gardens, Bars, American",American,"The Bronx, NY"
National Restaurant & Coffee Shop,4.0,$,10468,"Diners, Breakfast & Brunch, American",American,"The Bronx, NY"
Beatstro,4.0,$$,10454,"American, Speakeasies, Latin American",American,"The Bronx, NY"
Hudson Smokehouse,4.0,$$,10454,"Barbeque, Steakhouses",American,"The Bronx, NY"
Howl at the Moon,3.5,$,10458,"Sports Bars, New American",American,"The Bronx, NY"
Tibbett Diner,4.0,$,10463,Diners,American,"The Bronx, NY"
Tavern 61 Restaurant,4.5,Not Available,07601,"Burgers, Chicken Wings, Pizza",American,"The Bronx, NY"
Golden Eagle II Diner,3.0,$,10462,Diners,American,"The Bronx, NY"
Saints and Scholars,4.5,$$,10704,Bars,American,"The Bronx, NY"
The Cabin NYC,4.0,$$,10009,"New American, Cocktail Bars, Breakfast & Brunch",American,"The Bronx, NY"
Melba's Restaurant,4.0,$$,10026,"Southern, American, Soul Food",American,"The Bronx, NY"
Metro Gourmet Deli,4.0,Not Available,10462,"Salad, Juice Bars & Smoothies, Burgers",American,"The Bronx, NY"
RH Rooftop Restaurant New York,4.0,$$$,10014,"American, Wine Bars",American,"The Bronx, NY"
Shake Shack Bay Plaza,3.5,$$,10475,"Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",American,"The Bronx, NY"
Liberty Diner,4.0,$$,10461,"Donuts, Diners, Coffee & Tea",American,"The Bronx, NY"
Sedona Taphouse,4.0,$$,07010,American,American,"The Bronx, NY"
Fiorentina Steakhouse,4.5,Not Available,10465,Steakhouses,American,"The Bronx, NY"
The Brunch Box,5.0,Not Available,10461,"Food Trucks, Burgers, Sandwiches",American,"The Bronx, NY"
Yankee Tavern,4.0,$$,10451,"Sports Bars, Pubs",American,"The Bronx, NY"
The Barbecue Pit,3.5,$$,10471,"Barbeque, Comfort Food, Seafood",American,"The Bronx, NY"
Harlem Public,4.0,$$,10031,"New American, Pubs, Beer Bar",American,"The Bronx, NY"
Rosa’s At Park,3.5,Not Available,10451,"Latin American, Breakfast & Brunch",American,"The Bronx, NY"
Casa Restaurant & Lounge,4.0,$$,10465,"Lounges, Latin American, Breakfast & Brunch",American,"The Bronx, NY"
Skyview Diner,3.5,$$,10462,"American, Diners",American,"The Bronx, NY"
Amazing Chicken&Gyro,5.0,Not Available,10467,"Halal, Chicken Wings, Burgers",American,"The Bronx, NY"
Fish N' Ting,4.0,$$,10466,"Caribbean, Seafood, Bars",American,"The Bronx, NY"
Tremont Diner,3.5,$$,10461,Diners,American,"The Bronx, NY"
Jagerhaus German Restaurant & Biergarten,4.0,$$,11357,"German, Beer Bar, American",American,"The Bronx, NY"
Hibachi Grill & Buffet,4.0,Not Available,10460,"Buffets, New American, Japanese",American,"The Bronx, NY"
The Original Crab Shanty Restaurant,3.5,$$,10464,"Seafood, Italian, American",American,"The Bronx, NY"
Lotus Lounge,4.0,$$,10462,Hookah Bars,American,"The Bronx, NY"
La Masa Restaurante,4.0,Not Available,10462,"Colombian, Burgers, Cocktail Bars",American,"The Bronx, NY"
Mr Chopped Cheese & Grill ,4.0,Not Available,10468,"Juice Bars & Smoothies, Breakfast & Brunch, Sandwiches",American,"The Bronx, NY"
Zhongzhong Noodles - Bronx,4.5,$$,10458,"Chinese, Noodles, Ramen",Japanese,"The Bronx, NY"
The Japanese Pop-Up Restaurant,5.0,Not Available,10458,Japanese,Japanese,"The Bronx, NY"
Aoyu Sushi,4.5,$$,10463,"Japanese, Sushi Bars, Salad",Japanese,"The Bronx, NY"
Kai Sushi Asian Fusion,4.0,$$,10461,"Asian Fusion, Chinese, Japanese",Japanese,"The Bronx, NY"
Edo Japanese Steakhouse,4.0,$$,10803,"Japanese, Steakhouses",Japanese,"The Bronx, NY"
Osaka Sushi,4.0,Not Available,10461,Japanese,Japanese,"The Bronx, NY"
Ikko Hibachi Sushi Asian Bistro,4.0,Not Available,10465,"Asian Fusion, Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Okinami Sushi Bar,5.0,Not Available,07648,Sushi Bars,Japanese,"The Bronx, NY"
Minato by Porto Salvo,5.0,Not Available,10451,"Izakaya, Cocktail Bars",Japanese,"The Bronx, NY"
Flame,4.0,$$$,10463,"Asian Fusion, Teppanyaki, Sushi Bars",Japanese,"The Bronx, NY"
Kiraku Sushi,3.5,$$,10461,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Koi Revolving Sushi Restaurant,3.5,Not Available,10475,"Conveyor Belt Sushi, Sushi Bars, Seafood",Japanese,"The Bronx, NY"
Tokyo House,4.0,$$,10471,Japanese,Japanese,"The Bronx, NY"
Sake II,3.5,$$,10458,"Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Yumi,3.5,$$,10803,"Japanese, Bars, Asian Fusion",Japanese,"The Bronx, NY"
Sugi Sushi,4.0,$$,10465,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Teriyaki One,4.0,Not Available,10458,Japanese,Japanese,"The Bronx, NY"
Ramen Ku-Raku,4.0,$$,10032,Ramen,Japanese,"The Bronx, NY"
Izakaya Nana,4.5,$$$,11354,Izakaya,Japanese,"The Bronx, NY"
Mamasushi - Bronx,3.5,$$,10465,"Sushi Bars, Cocktail Bars",Japanese,"The Bronx, NY"
Yamada Japanese,3.5,$$,10465,"Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Ohana,3.0,$$,10464,"Japanese, Wine Bars",Japanese,"The Bronx, NY"
Sarku Japan,4.0,$,10465,"Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Tomo Sushi - Grill,4.0,$$,10705,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Shangerila Restaurant,3.5,$$,10461,"Sushi Bars, Buffets, Seafood",Japanese,"The Bronx, NY"
Tampopo Ramen,4.0,$$,10033,Ramen,Japanese,"The Bronx, NY"
Anytime Kitchen Fort Lee,4.5,Not Available,07024,"Sushi Bars, Barbeque, Korean",Japanese,"The Bronx, NY"
Enbu Japanese Asian Fusion,4.5,Not Available,10701,"Asian Fusion, Sushi Bars",Japanese,"The Bronx, NY"
Bon,5.0,Not Available,07675,"Sushi Bars, Korean, Japanese",Japanese,"The Bronx, NY"
Loong Xin Asian cuisine,3.5,$,10466,"Japanese, Thai, Chinese",Japanese,"The Bronx, NY"
Moon Star Grill,4.0,$$,10463,"Asian Fusion, Vietnamese",Japanese,"The Bronx, NY"
Khangri Restaurant,4.0,$$,10701,"Japanese, Sushi Bars, Buffets",Japanese,"The Bronx, NY"
Masaaki Modern Japanese Cuisine,4.0,Not Available,11361,Japanese,Japanese,"The Bronx, NY"
Sakura,4.0,$$,10803,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Sushi Castle,3.5,$$,10709,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Sazanami,4.5,$$,07024,"Sushi Bars, Japanese Curry",Japanese,"The Bronx, NY"
KUMO Japanese Restaurant,4.0,$$,10583,"Japanese, Lounges, Sushi Bars",Japanese,"The Bronx, NY"
Lin's Asian Cuisine,3.5,$$,10462,"Chinese, Sushi Bars, Asian Fusion",Japanese,"The Bronx, NY"
Choo Choo Train,4.5,$$,07605,"Conveyor Belt Sushi, Sushi Bars",Japanese,"The Bronx, NY"
Roc N Ramen,4.0,$$,10801,"Ramen, Noodles, Desserts",Japanese,"The Bronx, NY"
Omatoya,5.0,Not Available,11378,"Sushi Bars, Japanese",Japanese,"The Bronx, NY"
Dumpling + Noodle,3.5,$$,10708,"Noodles, Pan Asian",Japanese,"The Bronx, NY"
MORU,4.5,Not Available,07024,"Japanese, Asian Fusion",Japanese,"The Bronx, NY"
Daruma Japanese Cuisine,3.5,Not Available,10451,Sushi Bars,Japanese,"The Bronx, NY"
Palace of Japan,3.5,$$,10463,"Japanese, Bars, Sushi Bars",Japanese,"The Bronx, NY"
Izakaya Fuku,4.5,$$,11372,Japanese,Japanese,"The Bronx, NY"
Ramen Musashi,4.0,$$,10583,"Ramen, Japanese Curry",Japanese,"The Bronx, NY"
JUGEMU,4.5,Not Available,07626,Sushi Bars,Japanese,"The Bronx, NY"
Asian Tokyo,3.5,$$,10471,"Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Sakura Garden Japanese Cuisine,4.5,$$,10706,"Japanese, Sushi Bars",Japanese,"The Bronx, NY"
Taqueria Tlaxcalli,4.5,$$,10462,Mexican,Mexican,"The Bronx, NY"
La Catrina Restaurant,4.0,Not Available,10461,"Mexican, Seafood, Pizza",Mexican,"The Bronx, NY"
Mesa Maya,4.0,$$,10704,Mexican,Mexican,"The Bronx, NY"
Tortilleria Taqueria Lenchita,5.0,Not Available,10458,Mexican,Mexican,"The Bronx, NY"
Cocina Chente,4.0,$$,10463,"Mexican, Cocktail Bars",Mexican,"The Bronx, NY"
La Catrina Restaurant,3.5,Not Available,10462,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana II,3.5,$$,10467,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana IV,4.0,$$,10461,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana,4.0,$$,10462,Mexican,Mexican,"The Bronx, NY"
Picante Picante,4.0,$$,10463,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana III,4.0,$$,10458,Mexican,Mexican,"The Bronx, NY"
Xochimilco Family Restaurant,4.5,$$,10455,Mexican,Mexican,"The Bronx, NY"
Los Girasoles Restaurant,4.5,$,10458,Mexican,Mexican,"The Bronx, NY"
Mexicocina,3.5,$$,10455,Mexican,Mexican,"The Bronx, NY"
The Mas Chingon,4.5,Not Available,11358,"Mexican, Diners, Breakfast & Brunch",Mexican,"The Bronx, NY"
Little Frida's Eatery,5.0,Not Available,10464,"Mexican, American",Mexican,"The Bronx, NY"
La Catrina Mexican Bistro,3.5,Not Available,10034,Mexican,Mexican,"The Bronx, NY"
Tulcingo Cafe,4.0,Not Available,10461,Mexican,Mexican,"The Bronx, NY"
Cantina Lobos,4.0,$$,10803,Mexican,Mexican,"The Bronx, NY"
Frida's Tacos,4.5,$$,10471,Tacos,Mexican,"The Bronx, NY"
Guadalupe Restaurant,4.0,$$,10034,"Mexican, Steakhouses, Seafood",Mexican,"The Bronx, NY"
Don Jose Mexican Restaurant,4.5,$$,10710,Mexican,Mexican,"The Bronx, NY"
Mama Puebla,3.5,$$,10465,Mexican,Mexican,"The Bronx, NY"
Tobalá,4.5,Not Available,10463,"Mexican, Cocktail Bars",Mexican,"The Bronx, NY"
La Catrina Mexican Bar III,4.5,Not Available,10472,"Mexican, Bars, Event Planning & Services",Mexican,"The Bronx, NY"
Vida Verde,4.5,$$,10019,"Cocktail Bars, Mexican, Venues & Event Spaces",Mexican,"The Bronx, NY"
Estrellita Mixteca,4.0,Not Available,10472,Mexican,Mexican,"The Bronx, NY"
Taqueria Emilio 2,5.0,Not Available,10458,Mexican,Mexican,"The Bronx, NY"
el asadero Mexican grill Fort lee,3.5,Not Available,07024,Mexican,Mexican,"The Bronx, NY"
La Casa Bronxville,4.0,$$,10708,"Mexican, Cocktail Bars",Mexican,"The Bronx, NY"
Havana Cafe,4.0,$$,10461,"Cuban, Latin American",Mexican,"The Bronx, NY"
La Morada,4.5,$$,10454,"Mexican, Vegetarian",Mexican,"The Bronx, NY"
La Contenta,4.5,$$,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,"The Bronx, NY"
Rosa Mexicano,3.5,$$,10023,Mexican,Mexican,"The Bronx, NY"
Yolanda's Tamales,5.0,$,10031,"Mexican, Food Stands",Mexican,"The Bronx, NY"
El Alazan Bar Restaurant,5.0,Not Available,07601,"Mexican, Cocktail Bars",Mexican,"The Bronx, NY"
El Molcajete,3.5,$$,10472,Mexican,Mexican,"The Bronx, NY"
Top Tortillas,4.0,$,10461,"Mexican, Tex-Mex",Mexican,"The Bronx, NY"
La Casa De Frida,4.0,Not Available,10467,"New Mexican Cuisine, New American, Dominican",Mexican,"The Bronx, NY"
Ruta Oaxaca Mexican Cuisine,4.5,$$$,11106,"Mexican, Breakfast & Brunch, Cocktail Bars",Mexican,"The Bronx, NY"
Tlaquepaque Restaurant,4.5,$$,10801,Mexican,Mexican,"The Bronx, NY"
Pique 86,4.5,$,10458,Mexican,Mexican,"The Bronx, NY"
Santa Fe Grill & Bar,4.0,$$,10471,"Mexican, Bars",Mexican,"The Bronx, NY"
Tacos El Bronco II,4.5,$,10462,"Mexican, Food Trucks",Mexican,"The Bronx, NY"
Colima Taqueria,4.0,Not Available,10458,"Tacos, Cocktail Bars",Mexican,"The Bronx, NY"
Travesias,4.0,$$$,10465,Latin American,Mexican,"The Bronx, NY"
Metate,3.0,$$,10463,Mexican,Mexican,"The Bronx, NY"
Taqueria Guerrero,3.5,Not Available,10461,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana New Roc,3.5,Not Available,10801,Mexican,Mexican,"The Bronx, NY"
Estrellita Poblana,4.0,Not Available,10467,Mexican,Mexican,"The Bronx, NY"
Liebman's Kosher Delicatessen,4.0,$$,10463,"Delis, Kosher",Kosher,"The Bronx, NY"
Second Helping Glatt Kosher Food,3.5,$$,10463,Delis,Kosher,"The Bronx, NY"
Prime Time Cafe,4.0,$$$,10804,"Pizza, Kosher",Kosher,"The Bronx, NY"
Kai Fan Asian Cuisine,3.5,$$,10463,"Kosher, Japanese, Chinese",Kosher,"The Bronx, NY"
Corner Cafe & Bakery,3.0,$$,10463,"Vegetarian, Bakeries, Kosher",Kosher,"The Bronx, NY"
Carlos & Gabby's Riverdale,3.0,$$,10471,"Mexican, Kosher, Barbeque",Kosher,"The Bronx, NY"
Riverdale Steak House,3.5,$$,10471,"Steakhouses, Irish Pub",Kosher,"The Bronx, NY"
Moss Cafe,3.5,$$,10463,"Cafes, Kosher, New American",Kosher,"The Bronx, NY"
Yo-Burger,4.0,$$,10463,"Burgers, Vegetarian",Kosher,"The Bronx, NY"
Teitel Brothers,4.5,$$,10458,"Grocery, Imported Food",Kosher,"The Bronx, NY"
Golan Heights,4.0,$$,10033,"Middle Eastern, Kosher",Kosher,"The Bronx, NY"
Näna Good Eats,4.5,Not Available,11357,"Middle Eastern, Falafel, Kosher",Kosher,"The Bronx, NY"
Blackstone Bar & Grill,4.0,$$,10463,"Sports Bars, Burgers, Sandwiches",Kosher,"The Bronx, NY"
Pizza Block,2.0,$$,10471,"Pizza, Kosher, Sushi Bars",Kosher,"The Bronx, NY"
Hakadosh BBQ,3.5,$$$,10704,Specialty Food,Kosher,"The Bronx, NY"
Mario's Restaurant,4.0,$$,10458,"Italian, Seafood",Kosher,"The Bronx, NY"
Leche Y Miel Restaurant,4.0,$$,10463,"Comfort Food, Dominican, Juice Bars & Smoothies",Kosher,"The Bronx, NY"
Veggie Heaven,4.5,$$,07666,"Vegetarian, Kosher, Vegan",Kosher,"The Bronx, NY"
The Wooden Spoon,4.0,$$,10801,"Burgers, American, Beer Bar",Kosher,"The Bronx, NY"
Epstein's Of Yonkers,3.5,$$,10710,"Delis, Kosher, American",Kosher,"The Bronx, NY"
Ember by Smokey Joe,3.0,Not Available,10471,"Steakhouses, Barbeque, Kosher",Kosher,"The Bronx, NY"
Burger Heights,4.0,$$,10033,"Burgers, Fast Food, Hot Dogs",Kosher,"The Bronx, NY"
La Cucina di Nava,4.5,Not Available,07666,Italian,Kosher,"The Bronx, NY"
Paprika Restaurant,4.5,Not Available,11021,"Kosher, Moroccan, Mediterranean",Kosher,"The Bronx, NY"
Zula Grill,4.5,Not Available,07631,Mediterranean,Kosher,"The Bronx, NY"
Foster Village Kosher Deli,4.5,$$,07621,"Delis, Kosher",Kosher,"The Bronx, NY"
Pizza Fenice,5.0,Not Available,10803,Pizza,Kosher,"The Bronx, NY"
Falafel Place,4.5,Not Available,10710,"Falafel, Vegetarian",Kosher,"The Bronx, NY"
Chop Chop,3.5,$$,10033,"Kosher, Chinese, Sushi Bars",Kosher,"The Bronx, NY"
Louie's Dale Diner,3.5,$$,10463,"Diners, Breakfast & Brunch, Burgers",Kosher,"The Bronx, NY"
S & S Kosher Restaurant,4.0,Not Available,07631,Restaurants,Kosher,"The Bronx, NY"
Sababa Grill,3.5,$$,07666,Middle Eastern,Kosher,"The Bronx, NY"
S&S Cheesecake,4.5,$$,10463,"Desserts, Bakeries, Kosher",Kosher,"The Bronx, NY"
Kin'd,4.5,$$,11366,Thai,Kosher,"The Bronx, NY"
Cheburechnaya,4.0,$$,11374,"Kosher, Russian, Uzbek",Kosher,"The Bronx, NY"
Trattoria L'incontro,4.5,$$$,11105,"Italian, Pizza, Salad",Kosher,"The Bronx, NY"
The Pureganic Cafe,4.0,$$,10528,"Vegan, Gluten-Free, Kosher",Kosher,"The Bronx, NY"
Five Guys,3.5,$$,10803,"Burgers, Fast Food, Hot Dogs",Kosher,"The Bronx, NY"
Yalla Teaneck,4.0,Not Available,07666,"Kosher, Middle Eastern, Mediterranean",Kosher,"The Bronx, NY"
Court Deli,3.5,$$,10451,"Delis, Desserts, Breakfast & Brunch",Kosher,"The Bronx, NY"
Beli Restaurant,5.0,Not Available,10031,Kosher,Kosher,"The Bronx, NY"
Djerdan Burek Astoria,4.0,$$,11106,"Turkish, Modern European",Kosher,"The Bronx, NY"
Eden Wok,2.0,$$,10804,"Chinese, American",Kosher,"The Bronx, NY"
Malka NYC,5.0,Not Available,10023,Kosher,Kosher,"The Bronx, NY"
Happy Daze Caribbean Juice bar,5.0,Not Available,10458,"Juice Bars & Smoothies, Acai Bowls, Caribbean",Kosher,"The Bronx, NY"
City Vineyard,4.0,$$$,10013,"Wine Bars, New American, Venues & Event Spaces",Kosher,"The Bronx, NY"
Cocina Burger Shop,4.5,Not Available,10705,Burgers,Kosher,"The Bronx, NY"
Grill Time,3.5,$$,11021,"Kosher, Middle Eastern",Kosher,"The Bronx, NY"
By the Way Bakery,4.5,$$,10706,"Bakeries, Gluten-Free, Kosher",Kosher,"The Bronx, NY"
Tavlin,3.5,$$,07670,"Mediterranean, Kosher",Kosher,"The Bronx, NY"
